6483
45   ( 1.43104, -1.77046)  ( 1.48074, -1.79455) 
45   ( 1.38133, -1.74636)  ( 1.43104, -1.77046) 
45   ( 1.33447, -1.71831)  ( 1.38133, -1.74636) 
45   ( 1.43104, -1.77046)  ( 1.43842, -1.76058) 
44   ( 1.2876, -1.69026)  ( 1.33447, -1.71831) 
44   ( 1.24362, -1.65853)  ( 1.2876, -1.69026) 
45   ( 1.33447, -1.71831)  ( 1.33999, -1.70908) 
44   ( 1.19963, -1.6268)  ( 1.24362, -1.65853) 
43   ( 1.1586, -1.59158)  ( 1.19963, -1.6268) 
44   ( 1.11757, -1.55635)  ( 1.1586, -1.59158) 
44   ( 1.0796, -1.51776)  ( 1.11757, -1.55635) 
44   ( 1.1586, -1.59158)  ( 1.16875, -1.58834) 
44   ( 1.04164, -1.47917)  ( 1.0796, -1.51776) 
44   ( 1.00691, -1.4373)  ( 1.04164, -1.47917) 
44   ( 1.0796, -1.51776)  ( 1.08446, -1.51298) 
44   ( 0.97218, -1.39542)  ( 1.00691, -1.4373) 
44   ( 0.94094, -1.3503)  ( 0.97218, -1.39542) 
43   ( 0.9097, -1.30518)  ( 0.94094, -1.3503) 
45   ( 0.882282, -1.25687)  ( 0.9097, -1.30518) 
44   ( 0.94094, -1.3503)  ( 0.995666, -1.3371) 
47   ( 0.854865, -1.20856)  ( 0.882282, -1.25687) 
47   ( 0.838855, -1.16829)  ( 0.854865, -1.20856) 
46   ( 0.882282, -1.25687)  ( 0.88368, -1.25608) 
47   ( 0.808529, -1.10569)  ( 0.815687, -1.11685) 
47   ( 0.790344, -1.05205)  ( 0.808529, -1.10569) 
48   ( 0.772158, -0.998422)  ( 0.790344, -1.05205) 
49   ( 0.759514, -0.945242)  ( 0.772158, -0.998422) 
47   ( 0.790344, -1.05205)  ( 0.809899, -1.03267) 
49   ( 0.746869, -0.892062)  ( 0.759514, -0.945242) 
47   ( 0.73908, -0.84006)  ( 0.746869, -0.892062) 
47   ( 0.731291, -0.788058)  ( 0.73908, -0.84006) 
48   ( 0.727578, -0.73757)  ( 0.731291, -0.788058) 
47   ( 0.73908, -0.84006)  ( 0.771429, -0.835211) 
48   ( 0.723865, -0.687082)  ( 0.727578, -0.73757) 
49   ( 0.723495, -0.638234)  ( 0.723865, -0.687082) 
48   ( 0.727578, -0.73757)  ( 0.747835, -0.726911) 
49   ( 0.723124, -0.589386)  ( 0.723495, -0.638234) 
49   ( 0.725449, -0.542168)  ( 0.723124, -0.589386) 
49   ( 0.723495, -0.638234)  ( 0.725317, -0.638827) 
49   ( 0.727774, -0.494951)  ( 0.725449, -0.542168) 
49   ( 0.732242, -0.449284)  ( 0.727774, -0.494951) 
49   ( 0.725449, -0.542168)  ( 0.755567, -0.543651) 
49   ( 0.736711, -0.403618)  ( 0.732242, -0.449284) 
48   ( 0.74286, -0.359399)  ( 0.736711, -0.403618) 
49   ( 0.732242, -0.449284)  ( 0.749975, -0.442533) 
48   ( 0.749008, -0.315181)  ( 0.74286, -0.359399) 
48   ( 0.756444, -0.27231)  ( 0.749008, -0.315181) 
48   ( 0.74286, -0.359399)  ( 0.746025, -0.362674) 
47   ( 0.763879, -0.22944)  ( 0.756444, -0.27231) 
48   ( 0.772263, -0.187837)  ( 0.763879, -0.22944) 
48   ( 0.756444, -0.27231)  ( 0.782861, -0.276892) 
49   ( 0.780647, -0.146235)  ( 0.772263, -0.187837) 
49   ( 0.789682, -0.105847)  ( 0.780647, -0.146235) 
49   ( 0.772263, -0.187837)  ( 0.786973, -0.177775) 
50   ( 0.798718, -0.0654597)  ( 0.789682, -0.105847) 
50   ( 0.808137, -0.026264)  ( 0.798718, -0.0654597) 
49   ( 0.789682, -0.105847)  ( 0.792644, -0.116452) 
49   ( 0.817557, 0.0129317)  ( 0.808137, -0.026264) 
49   ( 0.827116, 0.0509289)  ( 0.817557, 0.0129317) 
49   ( 0.808137, -0.026264)  ( 0.830349, -0.031602) 
49   ( 0.836675, 0.0889261)  ( 0.827116, 0.0509289) 
48   ( 0.846147, 0.125689)  ( 0.836675, 0.0889261) 
48   ( 0.827116, 0.0509289)  ( 0.840084, 0.068045) 
47   ( 0.855619, 0.162453)  ( 0.846147, 0.125689) 
47   ( 0.864783, 0.197921)  ( 0.855619, 0.162453) 
47   ( 0.846147, 0.125689)  ( 0.848101, 0.105463) 
47   ( 0.873947, 0.233389)  ( 0.864783, 0.197921) 
47   ( 0.882588, 0.267476)  ( 0.873947, 0.233389) 
47   ( 0.864783, 0.197921)  ( 0.882746, 0.193279) 
47   ( 0.891229, 0.301562)  ( 0.882588, 0.267476) 
46   ( 0.89915, 0.334154)  ( 0.891229, 0.301562) 
46   ( 0.907071, 0.366746)  ( 0.89915, 0.334154) 
47   ( 0.914094, 0.397705)  ( 0.907071, 0.366746) 
46   ( 0.89915, 0.334154)  ( 0.902741, 0.331713) 
47   ( 0.921117, 0.428663)  ( 0.914094, 0.397705) 
46   ( 0.92709, 0.457826)  ( 0.921117, 0.428663) 
46   ( 0.914094, 0.397705)  ( 0.928112, 0.39435) 
46   ( 0.933064, 0.486989)  ( 0.92709, 0.457826) 
46   ( 0.93787, 0.514174)  ( 0.933064, 0.486989) 
46   ( 0.92709, 0.457826)  ( 0.972746, 0.457255) 
46   ( 0.942677, 0.541359)  ( 0.93787, 0.514174) 
47   ( 0.946244, 0.566372)  ( 0.942677, 0.541359) 
46   ( 0.93787, 0.514174)  ( 0.958187, 0.525061) 
47   ( 0.949811, 0.591385)  ( 0.946244, 0.566372) 
47   ( 0.952124, 0.614037)  ( 0.949811, 0.591385) 
47   ( 0.946244, 0.566372)  ( 0.957106, 0.561921) 
47   ( 0.954436, 0.636688)  ( 0.952124, 0.614037) 
47   ( 0.955545, 0.656818)  ( 0.954436, 0.636688) 
47   ( 0.952124, 0.614037)  ( 0.991592, 0.614215) 
47   ( 0.956654, 0.676947)  ( 0.955545, 0.656818) 
47   ( 0.956679, 0.694463)  ( 0.956654, 0.676947) 
47   ( 0.955545, 0.656818)  ( 0.968422, 0.668628) 
47   ( 0.956704, 0.711979)  ( 0.956679, 0.694463) 
47   ( 0.955822, 0.726911)  ( 0.956704, 0.711979) 
47   ( 0.956679, 0.694463)  ( 0.965534, 0.689477) 
47   ( 0.954939, 0.741842)  ( 0.955822, 0.726911) 
47   ( 0.953336, 0.754395)  ( 0.954939, 0.741842) 
47   ( 0.955822, 0.726911)  ( 0.989349, 0.731685) 
47   ( 0.951733, 0.766948)  ( 0.953336, 0.754395) 
47   ( 0.949454, 0.777734)  ( 0.951733, 0.766948) 
47   ( 0.953336, 0.754395)  ( 0.959186, 0.764564) 
47   ( 0.947175, 0.788521)  ( 0.949454, 0.777734) 
47   ( 0.943503, 0.799573)  ( 0.947175, 0.788521) 
47   ( 0.949454, 0.777734)  ( 0.955987, 0.774147) 
46   ( 0.93983, 0.810625)  ( 0.943503, 0.799573) 
46   ( 0.934557, 0.822126)  ( 0.93983, 0.810625) 
47   ( 0.943503, 0.799573)  ( 0.953191, 0.794277) 
47   ( 0.929283, 0.833628)  ( 0.934557, 0.822126) 
47   ( 0.922449, 0.845256)  ( 0.929283, 0.833628) 
47   ( 0.934557, 0.822126)  ( 0.936519, 0.826517) 
47   ( 0.915615, 0.856884)  ( 0.922449, 0.845256) 
47   ( 0.907345, 0.868304)  ( 0.915615, 0.856884) 
47   ( 0.899076, 0.879725)  ( 0.907345, 0.868304) 
47   ( 0.889566, 0.890619)  ( 0.899076, 0.879725) 
45   ( 0.907345, 0.868304)  ( 0.9257, 0.883737) 
47   ( 0.880057, 0.901514)  ( 0.889566, 0.890619) 
47   ( 0.869561, 0.911595)  ( 0.880057, 0.901514) 
47   ( 0.889566, 0.890619)  ( 0.912062, 0.902119) 
47   ( 0.859065, 0.921677)  ( 0.869561, 0.911595) 
